0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,config,run
24600,24600,27000,30200,31500,33600,33600,34700,35800,35800,35800,35800,35800,35800,35800,35800,35800,35800,35800,36500,36500,36500,36500,36500,36500,36800,38300,38300,38300,38300,38300,38300,39000,39000,39000,39000,39000,40000,41800,41800,41800,41800,43400,43400,43400,43400,43400,45600,45600,45600,45600,45600,45600,45600,45600,45600,45600,45600,45600,45600,45600,45600,45600,46800,46800,46800,46800,46800,46800,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48700,48700,48700,48700,48700,49000,49000,49000,49000,50800,50800,50800,50800,50900,50900,50900,50900,50900,50900,50900,50900,50900,50900,50900,50900,50900,50900,51000,51000,51000,51000,51000,51000,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,52400,52400,standard_crossover_xo0.9_swap_mutation_mut0.2_elitism=True,10
22800,22800,23700,26300,26300,26300,26300,26300,26300,28400,28400,29300,29800,29800,30200,30200,30200,31700,34000,34000,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,36200,36200,36200,36200,36200,36200,36200,36200,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,36900,37100,37100,37100,37100,38300,38300,38300,38300,38600,38600,38600,39200,40300,40300,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,40700,41200,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44500,44600,44600,45700,45700,45700,45700,45700,45700,45700,45700,45800,45800,45800,45800,45800,47200,47200,47200,47200,47200,47200,47200,47200,47200,47200,47200,47500,47500,47500,47600,48900,48900,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,standard_crossover_xo0.9_swap_mutation_mut0.2_elitism=True,11
24400,24400,24400,24800,24800,25400,26000,27500,27500,29700,29700,29700,29700,29700,29700,31300,31300,31300,31300,31600,31600,31600,32500,34600,34600,36600,36800,37300,37300,37300,37300,37300,37300,37300,37300,37300,37300,37300,37300,37300,37300,37300,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,39300,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,42500,45000,45000,45000,45000,45000,45000,45000,45000,47100,47100,47100,47100,47100,47100,47100,47100,47100,47100,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,standard_crossover_xo0.9_swap_mutation_mut0.2_elitism=True,12
24900,26700,26700,26700,26700,27000,28000,28000,29700,30000,30200,30200,30200,30200,30200,30700,33100,34100,34100,34400,35800,35800,35800,36000,36000,36000,36000,36100,36100,36200,36700,36700,36700,36700,36700,36700,36700,36700,36700,36700,36700,36700,37400,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,41100,41100,41100,41100,41100,41100,41100,41100,41100,41100,41100,42700,42700,42700,42700,42700,42700,42700,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,46000,46000,46000,46000,46000,46000,46000,46200,46200,46200,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,49200,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,53500,53500,53500,53500,53500,53500,53500,standard_crossover_xo0.9_swap_mutation_mut0.2_elitism=True,13
20000,23700,23700,24800,26200,26200,30200,30200,30200,30200,30200,30200,31400,31400,31400,31400,32200,32200,32200,32800,32800,32800,32800,32800,33000,33000,33000,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37800,37800,37800,37800,37800,37900,37900,37900,37900,37900,37900,37900,38600,38600,38600,38600,38600,38600,38600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,39600,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600,42600,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,45500,45500,45500,45500,45500,45500,45500,45500,standard_crossover_xo0.9_swap_mutation_mut0.2_elitism=True,14
20100,28200,28200,28200,28200,28200,28200,28900,28900,28900,28900,28900,28900,29500,29500,30500,30500,30500,30500,30800,30800,32000,32000,32000,32000,32000,32000,32000,32000,33900,33900,34000,36500,36500,36500,36500,36500,36500,36500,36500,36500,36500,36700,36700,36700,36700,36700,38200,38200,38200,38200,38200,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,38400,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39100,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39800,39800,39800,39800,39800,39800,39800,39800,39800,39800,39800,41100,41100,41100,41100,41100,41100,41100,41100,41100,41100,41100,41100,41100,41100,41100,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,43200,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44800,44800,44800,44800,45000,standard_crossover_xo0.9_swap_mutation_mut0.2_elitism=True,15
24700,24700,25700,25700,25700,29500,29500,29600,29600,29600,33700,33700,33700,33700,33700,33700,33700,33700,33700,33700,33700,33700,33700,33700,33700,33700,33700,34200,34200,34200,34200,34200,34200,34200,34200,34200,35300,35300,36100,36100,36100,36100,36100,37200,37200,37200,37200,37200,37200,37200,37200,37200,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,38100,39400,39400,39400,39400,39400,40800,40800,40800,40800,40800,40800,40800,40800,40800,40800,40800,40800,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,42700,42700,42700,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,43100,44500,44500,44500,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,44700,standard_crossover_xo0.9_swap_mutation_mut0.2_elitism=True,16
26900,26900,26900,28400,28400,28400,28400,28400,28400,28400,28400,28400,28400,28400,28400,28400,30400,30400,30900,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,34100,34100,34100,35000,35000,35000,35000,35000,35600,35600,35600,35600,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,37700,41000,41000,41000,41000,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42100,42900,42900,42900,42900,42900,44700,44700,44700,44700,44700,44700,44700,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,standard_crossover_xo0.9_swap_mutation_mut0.2_elitism=True,17
25000,25000,25600,25600,25600,28500,28500,28500,31000,31300,31300,32200,32200,32200,32200,32200,34300,36700,38700,38700,38700,38700,38700,38700,38700,38700,38700,38700,38700,39800,39800,39800,39800,39800,39800,39900,39900,39900,39900,39900,39900,41800,41800,41800,41800,41800,41800,41800,41800,41800,41800,41800,41800,41800,41800,41800,41800,41800,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42200,42200,42200,42200,42200,42200,42200,42200,43100,43100,44800,44800,44800,44800,44800,44800,44800,44800,44800,44900,44900,44900,44900,44900,44900,44900,44900,44900,45900,46600,46600,46600,46600,46600,46600,46600,46600,46600,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,47500,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48400,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,49600,49600,49600,49600,49600,49600,49600,49600,49600,49600,49600,49600,standard_crossover_xo0.9_swap_mutation_mut0.2_elitism=True,18
22000,22200,24400,25500,25500,25500,25500,26600,26600,27400,29900,29900,29900,29900,29900,29900,30600,30700,30700,30700,30700,32900,32900,32900,32900,33800,33800,33800,33800,33800,33800,34600,34600,39100,40000,40000,40000,40000,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,40900,41100,41100,41100,41100,41100,41100,41100,41100,41100,41100,41100,41100,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,41700,42800,42800,42800,42800,42800,42800,42800,42800,42800,42800,42800,42800,42800,42800,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44000,44000,44000,44000,44000,44000,44000,44000,44000,44300,44300,44800,44800,44800,44800,44800,44800,44800,44800,44800,44800,44800,45000,45800,46100,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,48300,48300,48300,48300,48300,48300,standard_crossover_xo0.9_swap_mutation_mut0.2_elitism=True,19
